id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
2737,Air_India,AI-660,Mumbai,Evening,one,Morning,Chennai,Business,14.92,15,50517.71
2738,Air_India,AI-610,Bangalore,Evening,one,Night,Delhi,Economy,26.08,40,3849.26
2739,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Chennai,Business,17.42,16,56886.25
2740,Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,5.67,23,4738.08
2741,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,11,11226.73
2742,Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,13.08,19,6371.15
2743,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,29,48791.55
2744,Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Economy,19.17,47,4358.37
2745,Air_India,AI-635,Mumbai,Early_Morning,one,Late_Night,Bangalore,Business,17.08,14,53405.68
2746,Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,14.08,32,4907.24
2747,Air_India,AI-681,Mumbai,Evening,one,Evening,Bangalore,Economy,24.75,31,3345.2
2748,Air_India,AI-402,Kolkata,Morning,one,Morning,Chennai,Business,22.5,3,58507.36
2749,Air_India,AI-809,Mumbai,Morning,one,Morning,Bangalore,Economy,22.92,22,6322.36
2750,Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Economy,8.42,7,11059.79
2751,Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Business,10.17,39,52217.66
2752,Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,26.5,38,5958.97
2753,Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Business,23.83,31,57394.56
2754,SpiceJet,SG-3719,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,9.17,46,5100.28
2755,Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,39,4129.5
2756,GO_FIRST,G8-813,Hyderabad,Early_Morning,one,Night,Delhi,Economy,15.17,46,5288.38
2757,Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,Business,24.17,31,49088.98
2758,Air_India,AI-766,Chennai,Morning,zero,Afternoon,Kolkata,Economy,2.58,40,3090.47
2759,Air_India,AI-515,Hyderabad,Morning,one,Afternoon,Delhi,Business,6.33,35,30649.68
2760,Air_India,AI-526,Kolkata,Evening,one,Afternoon,Delhi,Economy,18.83,28,5283.98
2761,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Business,25.75,42,54752.94
2762,Vistara,UK-960,Mumbai,Morning,one,Evening,Bangalore,Economy,30.33,3,12879.9
2763,Air_India,AI-864,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,17.17,26,6075.96
2764,Vistara,UK-981,Delhi,Night,one,Evening,Chennai,Business,22.25,43,43840.96
2765,Air_India,AI-506,Delhi,Morning,one,Early_Morning,Kolkata,Economy,19.75,5,15093.991000000002
2766,Vistara,UK-867,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,31.17,31,8159.61
2767,SpiceJet,SG-3723,Kolkata,Early_Morning,one,Evening,Delhi,Economy,10.67,49,6369.15
2768,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,10.0,7,44916.1
2769,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Economy,14.25,13,10280.09
2770,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Business,13.25,10,49482.45
2771,AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Late_Night,Delhi,Economy,13.67,44,5439.33
2772,AirAsia,I5-1540,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.08,48,6641.85
2773,AirAsia,I5-741,Bangalore,Morning,one,Night,Kolkata,Economy,11.83,33,5827.85
2774,Indigo,6E-605,Chennai,Afternoon,one,Night,Delhi,Economy,9.08,41,2468.64
2775,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.0,11,10987.13
2776,Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Economy,14.92,28,6474.53
2777,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,10,11700.72
2778,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,13.75,9,13613.21
2779,GO_FIRST,G8-101,Kolkata,Morning,one,Evening,Bangalore,Economy,7.83,11,9067.02
2780,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Business,6.83,19,53372.63
2781,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Business,14.83,9,52939.13
2782,Air_India,AI-663,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.67,6,11633.045
2783,SpiceJet,SG-4003,Hyderabad,Morning,one,Evening,Delhi,Economy,6.42,6,8940.21
2784,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.5,12,10419.49
2785,Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13.25,47,7109.23
2786,Indigo,6E-605,Chennai,Afternoon,one,Night,Delhi,Economy,9.08,28,4842.33
2787,SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,7,7479.85
2788,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,9.92,19,4927.43
2789,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Delhi,Economy,11.67,28,6615.99
2790,AirAsia,I5-710,Delhi,Morning,one,Night,Bangalore,Economy,9.58,47,5125.4
2791,Air_India,AI-440,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.67,41,2856.81
2792,AirAsia,I5-821,Chennai,Night,one,Early_Morning,Mumbai,Economy,8.67,21,5308.95
2793,Vistara,UK-953,Delhi,Night,one,Evening,Chennai,Business,23.25,25,42753.09
2794,Indigo,6E-2034,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,39,4384.29
2795,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,Business,20.42,32,52181.03
2796,Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Economy,24.08,16,8991.19
2797,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25,4,11576.85
2798,Air_India,AI-402,Kolkata,Morning,one,Evening,Chennai,Economy,8.58,34,4427.13
2799,Air_India,AI-573,Kolkata,Evening,one,Night,Mumbai,Business,26.83,4,44433.56
2800,Indigo,6E-811,Kolkata,Morning,one,Evening,Delhi,Economy,7.08,38,5818.37
2801,Air_India,AI-623,Mumbai,Night,one,Morning,Bangalore,Economy,13.17,45,4323.37
2802,Air_India,AI-505,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.58,24,3965.14
2803,Vistara,UK-837,Delhi,Evening,zero,Night,Chennai,Business,2.83,46,29172.4
2804,Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,Economy,2.75,42,4331.79
2805,Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,48,5094.97
2806,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Business,10.5,6,49994.83
2807,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,14.33,24,51377.59
2808,Air_India,AI-840,Hyderabad,Night,one,Evening,Chennai,Economy,22.17,34,5159.92
2809,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,12.17,33,40975.81
2810,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.33,41,5359.56
2811,Air_India,AI-9518,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,29,5029.43
2812,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10.0,16,8261.86
2813,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Economy,14.17,5,10182.43
2814,Indigo,6E-285,Hyderabad,Evening,zero,Night,Bangalore,Economy,1.08,25,1782.76
2815,GO_FIRST,G8-336,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.33,15,7989.85
2816,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,21,7577.23
2817,Air_India,AI-631,Mumbai,Evening,two_or_more,Afternoon,Kolkata,Economy,19.17,39,5076.12
2818,Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Economy,24.33,33,7473.34
2819,Indigo,6E-2348,Delhi,Evening,zero,Night,Hyderabad,Economy,2.33,21,2962.71
2820,Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,26.58,31,4245.27
2821,GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,38,6826.6
2822,GO_FIRST,G8-511,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,6.83,18,5503.35
2823,GO_FIRST,G8-2513,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,10.17,45,4561.71
2824,Vistara,UK-867,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,11.92,34,5118.3
2825,AirAsia,I5-319,Chennai,Morning,one,Night,Delhi,Economy,11.67,20,6360.99
2826,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,8,7265.0
2827,Air_India,AI-441,Delhi,Evening,one,Evening,Bangalore,Economy,24.67,49,3914.28
2828,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.0,39,49025.01
2829,Indigo,6E-992,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,7.33,15,8454.95
2830,Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Economy,6.58,24,5398.43
2831,AirAsia,I5-775,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.67,26,4889.89
2832,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,14.75,40,6675.71
2833,Air_India,AI-683,Mumbai,Night,one,Evening,Delhi,Economy,19.75,43,4108.06
2834,Air_India,AI-675,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,15.08,24,5786.32
2835,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,15.25,9,13766.02
2836,SpiceJet,SG-731,Chennai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.25,26,2050.89
2837,Air_India,AI-441,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,15,8926.335
2838,Vistara,UK-846,Bangalore,Morning,one,Afternoon,Delhi,Business,6.0,23,44147.13
2839,Air_India,AI-625,Mumbai,Morning,one,Night,Bangalore,Business,13.58,5,51087.79
2840,Vistara,UK-878,Hyderabad,Afternoon,one,Early_Morning,Bangalore,Economy,18.92,33,5583.23
2841,Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Business,24.5,29,50450.31
2842,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,12.17,46,43352.46
2843,Vistara,UK-866,Bangalore,Night,one,Morning,Kolkata,Business,12.0,28,59536.24
2844,Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Business,21.58,37,46676.59
2845,Indigo,6E-269,Chennai,Morning,one,Evening,Mumbai,Economy,9.33,44,2927.6
2846,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.33,23,5520.05
2847,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,Business,3.75,36,23154.9
2848,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,24.92,20,6520.1
2849,Indigo,6E-6684,Hyderabad,Night,zero,Night,Delhi,Economy,2.25,37,2615.79
2850,Air_India,AI-526,Kolkata,Evening,one,Afternoon,Delhi,Business,18.83,8,33032.67
2851,Vistara,UK-826,Chennai,Afternoon,one,Night,Bangalore,Economy,10.33,25,4496.84
2852,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Delhi,Economy,13.67,24,6886.5
2853,Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,Business,20.08,47,48041.26
2854,Air_India,AI-768,Kolkata,Afternoon,one,Afternoon,Bangalore,Business,21.0,31,58602.95
2855,Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Economy,13.17,8,10563.16
2856,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58,14,11347.62
2857,Air_India,AI-541,Hyderabad,Evening,one,Morning,Chennai,Business,16.67,18,46867.66
2858,Air_India,AI-9755,Kolkata,Morning,one,Evening,Delhi,Economy,10.0,42,4654.32
2859,Vistara,UK-877,Mumbai,Morning,zero,Afternoon,Hyderabad,Business,1.5,43,18248.49
2860,GO_FIRST,G8-571,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.67,40,4889.82
2861,Air_India,AI-9518,Hyderabad,Night,one,Night,Mumbai,Economy,24.33,28,5819.54
2862,GO_FIRST,G8-320,Bangalore,Evening,one,Morning,Delhi,Economy,12.17,8,6974.29
2863,Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,7.83,36,4284.49
2864,Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Business,8.75,38,55506.09
2865,AirAsia,I5-942,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,6.17,29,5710.98
2866,Vistara,UK-834,Chennai,Evening,zero,Evening,Delhi,Economy,2.75,36,3249.83
2867,Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,5.58,21,4561.27
2868,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Economy,14.5,4,10473.92
2869,Vistara,UK-851,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,7.17,26,45369.92
2870,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Economy,9.83,13,9440.52
2871,Air_India,AI-540,Delhi,Night,one,Afternoon,Kolkata,Business,17.25,13,47034.99
2872,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Business,12.42,12,43235.56
2873,Air_India,AI-523,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,9.08,8,13083.84
2874,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Economy,6.67,13,12875.6675
2875,Indigo,6E-945,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.08,23,5291.47
2876,Vistara,UK-958,Mumbai,Afternoon,one,Night,Kolkata,Economy,10.33,31,5490.09
2877,Air_India,AI-9517,Bangalore,Evening,one,Evening,Mumbai,Economy,23.42,49,4700.41
2878,Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,43,6385.96
2879,Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,12.5,14,10899.01
2880,Air_India,AI-657,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,8.42,36,44276.76
2881,Indigo,6E-212,Delhi,Afternoon,one,Night,Mumbai,Economy,8.08,45,3307.26
2882,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Hyderabad,Business,22.42,25,52263.45
2883,Air_India,AI-665,Delhi,Early_Morning,one,Morning,Chennai,Business,26.92,41,40757.37
2884,Vistara,UK-755,Bangalore,Afternoon,one,Night,Delhi,Economy,8.33,43,4439.18
2885,Indigo,6E-747,Bangalore,Night,one,Morning,Delhi,Economy,9.42,48,3383.42
2886,Vistara,UK-824,Chennai,Night,one,Early_Morning,Bangalore,Business,11.33,25,55262.73
2887,Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Economy,21.17,18,6340.35
2888,Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Business,2.33,6,26419.97
2889,Indigo,6E-5369,Hyderabad,Evening,zero,Evening,Mumbai,Economy,1.5,24,2469.12
2890,Indigo,6E-847,Chennai,Evening,zero,Evening,Bangalore,Economy,1.08,26,1825.84
2891,Air_India,AI-732,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,25.67,40,4658.83
2892,Air_India,AI-623,Mumbai,Night,one,Morning,Delhi,Business,11.67,48,25442.32
2893,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Chennai,Economy,16.58,17,6777.77
2894,Indigo,6E-638,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.08,10,4298.31
2895,Indigo,6E-2005,Delhi,Morning,one,Night,Chennai,Economy,10.42,13,11840.65
2896,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Economy,23.67,2,16998.25
2897,SpiceJet,SG-5073,Bangalore,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.58,11,5481.4
2898,GO_FIRST,G8-626,Kolkata,Afternoon,zero,Afternoon,Hyderabad,Economy,2.33,24,3843.77
2899,Air_India,AI-537,Delhi,Evening,one,Morning,Hyderabad,Economy,17.67,11,12354.5025
2900,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,15.75,49,5867.83
2901,Indigo,6E-2336,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,17,5268.28
2902,Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,12.33,41,53803.98
2903,Air_India,AI-676,Kolkata,Morning,one,Morning,Delhi,Economy,24.58,9,13415.935
2904,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Business,20.17,35,55245.19
2905,GO_FIRST,G8-317,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.92,42,6605.47
2906,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,23,41593.87
2907,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Chennai,Economy,9.5,18,4499.57
2908,Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Business,5.58,14,44904.19
2909,Vistara,UK-854,Bangalore,Evening,one,Evening,Chennai,Business,25.5,38,52684.13
2910,Indigo,6E-2336,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,6.33,9,9724.55
2911,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.67,11,9007.47
2912,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10.0,30,7199.3
2913,GO_FIRST,G8-812,Bangalore,Night,one,Afternoon,Mumbai,Economy,13.83,17,5689.73
2914,Air_India,AI-770,Kolkata,Night,one,Evening,Hyderabad,Business,22.83,24,52393.95
2915,GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.42,21,6433.14
2916,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,19,4959.87
2917,Air_India,AI-9893,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67,18,5871.44
2918,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,14,9307.19
2919,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Bangalore,Business,19.42,11,58022.34
2920,Air_India,AI-411,Delhi,Early_Morning,two_or_more,Early_Morning,Chennai,Economy,24.25,13,13502.44
2921,Indigo,6E-713,Kolkata,Early_Morning,one,Evening,Chennai,Economy,10.67,45,3110.78
2922,Air_India,AI-631,Mumbai,Evening,two_or_more,Night,Hyderabad,Economy,28.17,46,4562.9
2923,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Bangalore,Economy,15.67,13,13649.3725
2924,Vistara,UK-874,Hyderabad,Morning,one,Evening,Chennai,Business,11.42,24,52139.77
2925,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,6.75,9,13063.02
2926,Air_India,AI-631,Mumbai,Evening,two_or_more,Night,Hyderabad,Economy,28.25,35,5727.94
2927,AirAsia,I5-1569,Mumbai,Night,zero,Night,Bangalore,Economy,1.92,9,5421.14
2928,AirAsia,I5-423,Mumbai,Afternoon,two_or_more,Late_Night,Kolkata,Economy,10.67,16,7457.53
2929,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,Business,2.17,3,27314.28
2930,AirAsia,I5-547,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,10.58,2,12382.02
2931,Vistara,UK-944,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.42,3,11345.05
2932,SpiceJet,SG-8710,Mumbai,Night,one,Morning,Kolkata,Economy,11.33,24,6207.85
2933,Vistara,UK-708,Kolkata,Night,one,Night,Mumbai,Business,25.17,32,51869.56
2934,Air_India,AI-763,Kolkata,Early_Morning,one,Morning,Bangalore,Economy,25.92,2,15009.67
2935,Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Business,19.83,40,53724.19
2936,Vistara,UK-864,Bangalore,Evening,one,Morning,Delhi,Business,13.08,39,44053.55
2937,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.75,15,10970.23
2938,GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,12,7220.46
2939,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,8.58,37,5726.0
2940,Vistara,UK-772,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.58,34,4223.78
2941,Air_India,AI-501,Bangalore,Afternoon,one,Night,Hyderabad,Business,10.25,22,53034.21
2942,Air_India,AI-773,Kolkata,Evening,one,Morning,Chennai,Economy,15.67,42,3900.76
2943,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,4,5655.17
2944,AirAsia,I5-972,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,13.42,39,5326.67
2945,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Morning,Chennai,Economy,19.92,14,17539.98
2946,Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Business,25.42,5,57629.86
2947,Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,23.33,9,13542.22
2948,Air_India,AI-698,Hyderabad,Night,one,Morning,Chennai,Business,12.67,38,46854.72
2949,Vistara,UK-854,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.75,45,4251.75
2950,Air_India,AI-770,Kolkata,Night,one,Afternoon,Mumbai,Economy,16.33,30,5445.33
2951,Vistara,UK-738,Kolkata,Evening,one,Morning,Mumbai,Economy,16.42,37,5228.45
2952,GO_FIRST,G8-2605,Mumbai,Evening,one,Morning,Kolkata,Economy,16.67,12,7630.32
2953,Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Business,10.25,29,55199.34
2954,Vistara,UK-657,Bangalore,Morning,two_or_more,Night,Kolkata,Economy,11.25,14,13431.2
2955,Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Business,21.25,34,55624.87
2956,Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,8.5,15,9722.14
2957,Air_India,AI-440,Chennai,Early_Morning,one,Late_Night,Bangalore,Economy,18.0,26,5494.52
2958,Vistara,UK-893,Bangalore,Evening,one,Afternoon,Mumbai,Economy,18.58,25,5479.65
2959,Air_India,AI-631,Mumbai,Evening,two_or_more,Evening,Kolkata,Economy,23.83,22,6684.05
2960,SpiceJet,SG-3281,Kolkata,Afternoon,one,Evening,Delhi,Economy,4.67,35,5702.02
2961,AirAsia,I5-510,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,22,6253.92
2962,Indigo,6E-5501,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,49,2720.98
2963,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6.42,12,11188.14
2964,Indigo,6E-139,Kolkata,Early_Morning,zero,Morning,Mumbai,Economy,3.17,7,8218.13
2965,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.58,35,41956.04
2966,Indigo,6E-895,Kolkata,Evening,one,Night,Delhi,Economy,4.08,25,5836.17
2967,Indigo,6E-7407,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,25,5451.67
2968,Vistara,UK-774,Kolkata,Night,one,Early_Morning,Hyderabad,Business,11.25,36,52177.33
2969,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Chennai,Economy,17.67,19,6189.62
2970,Vistara,UK-874,Hyderabad,Morning,zero,Morning,Mumbai,Business,1.5,31,18583.42
2971,GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,9.0,26,5874.03
2972,Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Economy,22.25,40,5639.14
2973,AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,5.83,22,6219.28
2974,SpiceJet,SG-337,Kolkata,Morning,one,Night,Mumbai,Economy,14.58,8,7839.28
2975,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Delhi,Business,19.67,29,42002.95
2976,Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,10.83,47,50555.82
2977,Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Morning,Bangalore,Economy,27.17,10,17295.79
2978,Air_India,AI-672,Chennai,Afternoon,one,Afternoon,Delhi,Economy,25.0,21,5700.17
2979,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,15,6098.53
2980,Indigo,6E-149,Hyderabad,Morning,one,Evening,Kolkata,Economy,8.0,35,6422.28
2981,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,11.08,20,4542.91
2982,Air_India,AI-402,Kolkata,Morning,one,Morning,Hyderabad,Business,25.5,22,52096.14
2983,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.83,5,13497.66
2984,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.0,32,53733.64
2985,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,8.0,32,4370.91
2986,Vistara,UK-898,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,8.83,26,4459.58
2987,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,9.58,14,8037.2
2988,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,14.92,49,51526.47
2989,Air_India,AI-763,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,27.5,4,13898.4025
2990,Indigo,6E-702,Bangalore,Early_Morning,one,Evening,Delhi,Economy,9.25,32,3393.4
2991,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,26.17,45,54152.75
2992,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Business,15.08,12,44016.84
2993,Indigo,6E-7062,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,8.92,47,1791.55
2994,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Economy,7.83,26,4910.66
2995,Indigo,6E-126,Chennai,Evening,zero,Evening,Mumbai,Economy,1.92,16,2742.42
2996,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,35,45980.82
2997,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,12,6158.84
2998,Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Business,5.92,35,43243.72
2999,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Economy,9.33,40,5583.33
3000,Air_India,AI-663,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.67,16,5678.31
3001,Indigo,6E-6818,Mumbai,Evening,one,Night,Bangalore,Economy,4.08,17,5180.51
3002,Vistara,UK-778,Kolkata,Afternoon,one,Evening,Chennai,Business,25.0,31,54687.89
3003,Indigo,6E-514,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,3.33,47,1974.79
3004,SpiceJet,SG-8264,Kolkata,Night,one,Night,Mumbai,Economy,24.17,39,7218.29
3005,AirAsia,I5-1982,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.25,37,5388.65
3006,Air_India,AI-573,Bangalore,Afternoon,one,Night,Chennai,Business,8.5,37,56737.89
3007,GO_FIRST,G8-146,Bangalore,Evening,one,Night,Delhi,Economy,4.83,33,5789.51
